id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
;210;NCT00352326;1;4;17894279;17.09.2007;unsure - publication is quite early and I have no access to full text;18.05.2017;12.07.2006;NA;Interventional;Not Applicable;29;Completed;Optimizing Assisted Communication Devices for Children With Motor Impairments Using a Model of Information Rate and Channel Capacity;2006-01-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2006;2006;2014;;Stanford;;First Stanford Sample
;214;NCT02147860;1;4;27271182;06.06.2016;;15.07.2016;21.05.2014;NA;Interventional;Not Applicable;44;Completed;Full Day and Night Closed-Loop With DiAs Platform;2014-05-01T00:00:00Z;2015-01-01T00:00:00Z;2015-01-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;;Stanford;;First Stanford Sample
;215;NCT00185796;1;4;24607552;07.03.2014;;16.03.2015;12.09.2005;NA;Interventional;Phase 2;77;Completed;TLI & ATG for Non-Myeloablative Allogeneic Transplantation for MDS and MPD;2004-07-01T00:00:00Z;2015-02-01T00:00:00Z;2014-04-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2005;2004;2015;;Stanford;;First Stanford Sample
;219;NCT01094587;1;4;28279777;06.03.2017;;12.10.2017;25.03.2010;NA;Interventional;Not Applicable;39;Terminated;Sutureless vs Sutured Gastroschisis Closure;2009-11-01T00:00:00Z;2015-06-24T00:00:00Z;2015-06-24T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2010;2009;2015;;Stanford;;First Stanford Sample
;220;NCT00946673;1;4;28816142;06.05.2017;;04.10.2017;23.07.2009;NA;Interventional;Phase 1;17;Completed;Phase I Vorinostat Concurrent With Stereotactic Radiosurgery (SRS) in Brain Metastases From Non-Small Cell Lung Cancer;2009-06-01T00:00:00Z;2015-07-01T00:00:00Z;2014-07-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;;Stanford;;First Stanford Sample
;226;NCT01123005;1;4;29859786;18.04.2018;;01.11.2017;27.07.2009;NA;Interventional;Phase 1;28;Terminated;Imaging and Biomarkers of Hypoxia in Solid Tumors;2010-12-01T00:00:00Z;2015-08-21T00:00:00Z;2015-08-21T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2010;2015;;Stanford;;First Stanford Sample
;232;NCT01579682;1;4;26276704;01.08.2015;paper found: https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC4573312/ but: participants 45 instead of 90;12.04.2016;05.04.2012;NA;Interventional;Not Applicable;90;Completed;Adaptive Family Treatment for Adolescent Anorexia Nervosa;2011-09-01T00:00:00Z;2015-12-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2015;;Stanford;;First Stanford Sample
;237;NCT01721668;1;4;29797585;24.05.2018;;03.08.2016;01.11.2012;NA;Interventional;Not Applicable;29;Completed;Improving Arm and Hand Functions in Chronic Stroke (CIHR 2012-2015);2012-11-01T00:00:00Z;2016-03-01T00:00:00Z;2016-03-01T00:00:00Z;FALSE;Randomized;Triple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;;Stanford;;First Stanford Sample
;242;NCT01806701;1;4;33881197;21.04.2021;;12.10.2016;27.02.2013;NA;Interventional;Not Applicable;68;Completed;Brain Response to Treatment for Pediatric PTSD;2013-04-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;;Stanford;;First Stanford Sample
;246;NCT01885728;1;4;28794234;09.08.2017;;04.11.2016;18.06.2013;NA;Interventional;Not Applicable;22;Completed;Immune-modulation Effects of an Arginine Rich Nutritional Supplement in Surgical Patients;2013-07-01T00:00:00Z;2016-06-01T00:00:00Z;2016-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University SOM;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2016;;Stanford;;First Stanford Sample
;250;NCT02104700;1;4;27704000;01.07.2016;;16.03.2021;01.04.2014;NA;Interventional;Phase 2/Phase 3;150;Completed;Switch From Nevirapine-based Regimen to Once a Day Rilpivirine/Emtricitabine/Tenofovir;2014-04-01T00:00:00Z;2016-07-01T00:00:00Z;2016-05-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;;Stanford;;First Stanford Sample
;251;NCT02536950;1;4;31470740;30.08.2019;;19.06.2018;18.07.2015;NA;Interventional;Not Applicable;16;Completed;An Outpatient Study of Automated Blood Glucose Control With an Insulin-Only Bionic Pancreas;2015-08-01T00:00:00Z;2016-07-01T00:00:00Z;2016-07-01T00:00:00Z;FALSE;Non-Randomized;Single;OTHER;FALSE;Stanford School of Medicine, Pediatric Endocrinology;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;256;NCT02613676;1;4;32657704;26.02.2020;;24.10.2016;17.11.2015;NA;Interventional;Not Applicable;1858;Completed;Transcutaneous Screening for Risk of Severe Hyperbilirubinemia in South African Newborns;2015-08-01T00:00:00Z;2016-10-01T00:00:00Z;2016-10-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;258;NCT02054364;1;4;29152825;20.11.2017;;26.04.2017;31.01.2014;NA;Interventional;Not Applicable;30;Completed;Feasibility of Combining Family and Cognitive Therapy to Prevent Chronic Anorexia;2013-11-01T00:00:00Z;2016-11-01T00:00:00Z;2016-11-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2016;;Stanford;;First Stanford Sample
;259;NCT02400177;1;4;31002483;19.04.2019;found a trial, but no comparator https://doi.org/10.1002/aur.2108;30.05.2018;23.03.2015;NA;Interventional;Not Applicable;96;Completed;Parents Workgroup About Emotion Regulation;2015-03-01T00:00:00Z;2016-11-01T00:00:00Z;2016-11-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;274;NCT02205671;1;4;29165000;14.11.2017;;24.04.2017;29.07.2014;NA;Interventional;Not Applicable;128;Completed;Building Better Caregivers: Development and Evaluation;2014-08-01T00:00:00Z;2017-03-01T00:00:00Z;2015-07-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford School of Medicine;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2017;;Stanford;;First Stanford Sample
;277;NCT02897557;1;4;29431513;12.02.2018;also conference : https://www.businesswire.com/news/home/20170217005019/en/Insulet-Presents-Strong-Omnipod%C2%AE-Horizon%E2%84%A2-Hybrid-Closed-Loop/?feedref=JjAwJuNHiystnCoBq_hl-ZuHAZxVRaQvQ0qaekuSK9f3_P53wLuJwyFVA4-mOrLx7fxFuNFTHSunhvli30RlBNXya2izy9YOgHlBiZQk2LP6oD-t3eB0qV-nJQ-WeFyCN1Simk7pbS0xXPOT069Puw==;07.04.2021;01.09.2016;NA;Interventional;Not Applicable;59;Completed;Insulet Artificial Pancreas Early Feasibility Study;2016-09-01T00:00:00Z;2017-03-01T00:00:00Z;2017-02-01T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;279;NCT01893892;1;4;29405443;23.02.2018;;03.08.2017;02.07.2013;NA;Interventional;Not Applicable;12;Completed;Levocarnitine in Treating Patients With Vismodegib-Associated Muscle Spasms;2014-03-01T00:00:00Z;2017-03-15T00:00:00Z;2017-03-15T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2017;;Stanford;;First Stanford Sample
;280;NCT03064906;1;4;30925077;29.03.2019;;08.06.2018;22.02.2017;NA;Interventional;Not Applicable;24;Completed;Insulet Artificial Pancreas Evaluating Meal Performance and Moderate Exercise (IDE2);2017-03-18T00:00:00Z;2017-04-07T00:00:00Z;2017-04-07T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2017;2017;2017;;Stanford;;First Stanford Sample
;282;NCT01987375;1;4;25904751;15.08.2016;;21.06.2019;08.10.2013;NA;Interventional;Phase 1;1;Terminated;Cetuximab IRDye800 Study as an Optical Imaging Agent to Detect Cancer During Surgical Procedures;2015-11-01T00:00:00Z;2017-04-19T00:00:00Z;2017-04-19T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2015;2017;;Stanford;;First Stanford Sample
;284;NCT02714972;1;4;29159870;20.11.2017;;09.05.2017;16.03.2016;NA;Interventional;Phase 2;35;Completed;Reduction of Nocturnal Hypoglycemia and Hyperglycemia in the Home Using Predictive Algorithms, Pump Suspension, and Insulin Dosing in Children and Young Adolescents;2016-05-01T00:00:00Z;2017-05-01T00:00:00Z;2017-03-01T00:00:00Z;FALSE;Randomized;Triple;OTHER;TRUE;NA;NA;NA;Stanford University;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;289;NCT04757935;1;4;30477870;11.09.2018;;16.02.2021;06.09.2018;NA;Interventional;Not Applicable;9;Completed;Yoga for Youth With IBD: a Pilot Feasibility Study;2017-01-01T00:00:00Z;2017-05-31T00:00:00Z;2017-05-31T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;"Clinician Educator at Stanford University; Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2018;2017;2017;;Stanford;;First Stanford Sample
;299;NCT03421158;1;4;32804876;10.12.2020;date unclear;29.01.2018;29.01.2018;NA;Interventional;Not Applicable;236;Completed;Non-pharmacological Analgesic Effects on Term Newborns;2014-11-07T00:00:00Z;2017-08-31T00:00:00Z;2015-09-30T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2018;2014;2017;;Stanford;;First Stanford Sample
;306;NCT02735356;1;4;31339515;01.09.2019;;10.04.2019;31.03.2016;NA;Interventional;Early Phase 1;9;Completed;Topical Itraconazole in Treating Patients With Basal Cell Cancer;2016-05-05T00:00:00Z;2017-10-10T00:00:00Z;2017-09-19T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford Cancer Institute;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;312;NCT02805075;1;4;34274493;16.07.2021;;18.03.2021;15.06.2016;NA;Interventional;Phase 1;15;Completed;Fructooligosaccharides in Treating Patients With Blood Cancer Undergoing Donor Stem Cell Transplant;2016-06-01T00:00:00Z;2017-11-17T00:00:00Z;2017-11-17T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2017;;Stanford;;First Stanford Sample
;316;NCT02254356;1;4;30411151;08.11.2028;;29.03.2018;29.09.2014;NA;Interventional;Not Applicable;239;Completed;Zilver Flex Post-Market Study in Japan;2012-05-01T00:00:00Z;2017-12-26T00:00:00Z;2017-12-26T00:00:00Z;FALSE;NA;None (Open Label);INDUSTRY;FALSE;Department of Cardiothoracic Surgery, Stanford University Medical Center, Stanford, CA;NA;NA;NA;NA;NA;NA;NA;NA;2014;2012;2017;;Stanford;;First Stanford Sample
;8;NCT01155141;1;1;24009220;05.09.2013;;20.08.2014;29.06.2010;01.08.2014;Interventional;Phase 4;15;Completed;Idiopathic Focal Segmental Glomerulosclerosis (FSGS) and Treatment With ACTH;2009-09-01T00:00:00Z;2014-01-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2010;2009;2014;;Stanford;;First Stanford Sample
;15;NCT01823341;1;1;26049549;06.06.2015;;26.08.2016;29.03.2013;25.06.2015;Interventional;Phase 2;97;Completed;Outpatient Reduction of Nocturnal Hypoglycemia by Using Predictive Algorithms and Pump Suspension in Children;2013-05-01T00:00:00Z;2014-09-01T00:00:00Z;2014-09-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;NA;NA;NA;Stanford University;NA;NA;NA;NA;NA;2013;2013;2014;;Stanford;;First Stanford Sample
;21;NCT02366767;1;1;26049550;06.06.2015;;09.02.2017;26.06.2014;28.10.2015;Interventional;Not Applicable;21;Completed;Assessment of an Automatic Closed-loop Insulin Delivery System;2014-06-01T00:00:00Z;2014-09-01T00:00:00Z;2014-09-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2014;;Stanford;;First Stanford Sample
;27;NCT01330043;1;1;28239942;02.05.2017;;04.07.2017;07.10.2010;12.04.2016;Interventional;Phase 4;223;Completed;Extended Treatment for Smoking Cessation;2010-03-01T00:00:00Z;2015-03-01T00:00:00Z;2015-03-01T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2015;;Stanford;;First Stanford Sample
;28;NCT00850135;1;1;25262455;28.09.2014;;13.04.2016;20.02.2009;13.04.2016;Interventional;Phase 1/Phase 2;57;Completed;Correlation of Continuous Glucose Monitoring and Glucose Tolerance Testing With Pregnancy Outcomes;2009-02-01T00:00:00Z;2015-09-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;;Stanford;;First Stanford Sample
;32;NCT02178995;1;1;28031390;28.12.2016;;26.04.2017;24.06.2014;04.06.2016;Interventional;Phase 4;55;Completed;Methylphenidate Treatment of Attention Deficits in Epilepsy;2014-08-01T00:00:00Z;2015-12-01T00:00:00Z;2015-09-01T00:00:00Z;TRUE;Non-Randomized;Triple;OTHER;FALSE;Stanford University;NA;NA;Stanford University;NA;Stanford University;NA;NA;NA;2014;2014;2015;;Stanford;;First Stanford Sample
;33;NCT01078363;1;1;28289008;14.03.2017;;02.12.2016;26.02.2010;17.06.2016;Interventional;Not Applicable;96;Completed;Angiotensin Converting Enzyme (ACE) Inhibition and Cardiac Allograft Vasculopathy;2009-06-01T00:00:00Z;2015-04-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2010;2009;2015;;Stanford;;First Stanford Sample
;35;NCT01647945;1;1;28893866;11.09.2017;;11.08.2016;18.07.2012;24.06.2016;Interventional;Phase 2;23;Completed;FK506 (Tacrolimus) in Pulmonary Arterial Hypertension;2012-07-01T00:00:00Z;2014-08-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;;Stanford;;First Stanford Sample
;37;NCT01977690;1;1;26296190;21.08.2015;;21.07.2017;31.10.2013;16.07.2016;Interventional;Not Applicable;30;Completed;Clavicle Splint for Pain Reduction After Posterior Cervicothoracic Surgery;2013-10-01T00:00:00Z;2014-08-01T00:00:00Z;2014-08-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;;Stanford;;First Stanford Sample
;38;NCT01945112;1;1;27070112;01.09.2016;;21.11.2018;13.09.2013;23.07.2016;Interventional;Not Applicable;128;Completed;Prevention Trial Assessing Paper-Tape in Endurance Distances II (Pre-TAPED II);2014-02-01T00:00:00Z;2015-07-01T00:00:00Z;2015-07-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2015;;Stanford;;First Stanford Sample
;39;NCT00767624;1;1;27788313;01.10.2016;;10.10.2016;03.10.2008;05.08.2016;Interventional;Phase 2/Phase 3;150;Completed;TRIAD - Treatment of Insomnia and Depression;2008-12-01T00:00:00Z;2015-06-01T00:00:00Z;2015-06-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2008;2008;2015;;Stanford;;First Stanford Sample
;44;NCT00186069;1;1;26871905;12.02.2016;;01.12.2017;13.09.2005;12.10.2016;Interventional;Not Applicable;30;Completed;Magnesium Sulfate vs Placebo for Placental Abruption;2004-03-01T00:00:00Z;2017-11-01T00:00:00Z;2014-06-01T00:00:00Z;TRUE;Randomized;Double;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2005;2004;2017;;Stanford;;First Stanford Sample
;46;NCT01559857;1;1;26731446;01.01.2016;;30.03.2017;16.03.2012;19.10.2016;Interventional;Phase 4;37;Completed;Pioglitazone in Patients With Mood Disorders;2011-11-01T00:00:00Z;2014-06-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2014;;Stanford;;First Stanford Sample
;49;NCT02199028;1;1;27222506;23.05.2016;not the planned intervention (hyaluronidase treatment);24.09.2019;28.01.2014;03.11.2016;Interventional;Phase 1;30;Completed;Hyaluronidase Effect on Infusion Set Life;2014-07-01T00:00:00Z;2015-03-01T00:00:00Z;2015-03-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;;Stanford;;First Stanford Sample
;51;NCT01549652;1;1;29278818;14.08.2017;;02.01.2019;13.02.2012;16.11.2016;Interventional;Not Applicable;133;Completed;5HT3 Antagonists to Treat Opioid Withdrawal and to Prevent the Progression of Physical Dependence;2011-04-01T00:00:00Z;2016-10-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2016;;Stanford;;First Stanford Sample
;52;NCT02192684;1;1;27544837;21.06.2016;;14.03.2017;07.07.2014;18.11.2016;Interventional;Not Applicable;45;Completed;Obesity, Sleep Apnea, and Insulin Resistance;2010-09-01T00:00:00Z;2015-03-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Randomized;Single;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2010;2015;;Stanford;;First Stanford Sample
;57;NCT00956085;1;1;27249077;01.05.2016;;20.06.2017;10.08.2009;29.11.2016;Interventional;Phase 2;12;Completed;Memantine Augmentation in Treatment-Resistant Adults With Obsessive-Compulsive Disorder;2009-08-01T00:00:00Z;2015-12-01T00:00:00Z;2015-12-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;;Stanford;;First Stanford Sample
;59;NCT02037438;1;1;25409112;01.02.2015;;02.11.2018;14.01.2014;01.12.2016;Interventional;Not Applicable;1836;Completed;Sustainable Methods, Algorithms, and Research Tools for Delivering Optimal Care Study;2014-01-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;;Stanford;;First Stanford Sample
;72;NCT01396070;1;1;26195720;20.07.2015;;17.02.2017;14.07.2011;28.12.2016;Interventional;Phase 2;36;Completed;Brentuximab Vedotin (SGN-35) in Patients With Mycosis Fungoides With Variable CD30 Expression Level;2011-05-01T00:00:00Z;2016-05-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;;Stanford;;First Stanford Sample
;77;NCT01355705;1;1;29802551;25.05.2018;;17.09.2018;16.05.2011;11.01.2017;Interventional;Phase 1/Phase 2;14;Completed;Phase 1-2 Amrubicin in Combo With Lenalidomide + Weekly Dexamethasone in Relapsed/Refractory Multiple Myeloma;2011-08-01T00:00:00Z;2017-07-01T00:00:00Z;2016-07-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2017;;Stanford;;First Stanford Sample
;85;NCT01449279;1;1;27681753;15.07.2016;;14.02.2020;05.10.2011;20.01.2017;Interventional;Phase 2;22;Completed;Pilot Ipilimumab in Stage IV Melanoma Receiving Palliative Radiation Therapy;2011-10-01T00:00:00Z;2016-12-01T00:00:00Z;2015-12-31T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;;Stanford;;First Stanford Sample
;86;NCT02488070;1;1;26659347;10.12.2015;;20.02.2018;26.06.2015;23.01.2017;Interventional;Phase 1/Phase 2;10;Completed;68Ga-PSMA PET/CT or PET/MRI in Evaluating Patients With Recurrent Prostate Cancer;2015-06-01T00:00:00Z;2016-08-01T00:00:00Z;2015-08-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford Cancer Institute;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;87;NCT02272725;1;1;28679502;05.07.2017;;21.11.2018;09.10.2014;24.01.2017;Interventional;Phase 3;91;Completed;Non-steroidal Anti-inflammatory Affect on Kidneys in Endurance Distances;2015-03-01T00:00:00Z;2017-01-01T00:00:00Z;2016-03-01T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;;Stanford;;First Stanford Sample
;89;NCT01631331;1;1;24929884;11.06.2014;;06.11.2017;25.06.2012;02.02.2017;Interventional;Early Phase 1;15;Completed;Vismodegib in Treating Patients With Basal Cell Carcinoma (BCC);2012-06-01T00:00:00Z;2016-05-31T00:00:00Z;2015-09-17T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;;Stanford;;First Stanford Sample
;95;NCT02440308;1;1;26659347;10.12.2015;;28.02.2017;01.05.2015;28.02.2017;Interventional;Phase 2;10;Completed;68Ga-DOTA-Bombesin PET/MRI in Imaging Patients With Prostate Cancer;2015-04-01T00:00:00Z;2015-06-30T00:00:00Z;2015-06-30T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University Hospitals and Clinics;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2015;;Stanford;;First Stanford Sample
;96;NCT02267629;1;1;27903098;01.12.2016;;20.06.2017;14.10.2014;30.03.2017;Interventional;Phase 2;7;Completed;Open Label Trial of Rapastinel (Formerly GLYX-13) in Individuals With Obsessive-Compulsive Disorder;2014-10-01T00:00:00Z;2016-02-01T00:00:00Z;2016-02-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;;Stanford;;First Stanford Sample
;97;NCT01827462;1;1;29410330;02.02.2018;;09.06.2017;04.04.2013;30.03.2017;Interventional;Phase 4;136;Completed;Comparison of Immune Responses to Influenza Vaccine In Adults of Different Ages (SLVP015 2007-2017);2007-10-01T00:00:00Z;2017-03-01T00:00:00Z;2015-12-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2007;2017;;Stanford;;First Stanford Sample
;101;NCT02533726;1;1;27053145;06.04.2016;;13.09.2017;17.08.2015;21.04.2017;Interventional;Not Applicable;1312;Completed;Optimal Patient Turning for Reducing Hospital Acquired Pressure Ulcers;2015-08-01T00:00:00Z;2016-02-01T00:00:00Z;2016-02-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;Stanford Health Care;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;105;NCT02643862;1;1;29242014;12.12.2017;;14.12.2017;24.11.2015;20.06.2017;Interventional;Phase 1/Phase 2;48;Completed;Study Using Xolair in Rush Multi Oral Immunotherapy in Multi Food Allergic Patients;2015-03-18T00:00:00Z;2016-08-20T00:00:00Z;2016-08-20T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;NA;NA;NA;NA;NA;Stanford University;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;106;NCT01619982;1;1;30995208;01.05.2019;;16.04.2018;02.03.2012;21.06.2017;Interventional;Phase 4;32;Completed;Pre-operative Prophylaxis With Vancomycin and Cefazolin in Pediatric Cardiovascular Surgery Patients;2012-02-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;;Stanford;;First Stanford Sample
;115;NCT02312882;1;1;27699252;22.09.2016;;04.10.2017;05.12.2014;08.09.2017;Interventional;Not Applicable;40;Completed;Tofacitinib for the Treatment of Alopecia Areata and Its Variants;2014-12-01T00:00:00Z;2015-08-01T00:00:00Z;2015-08-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;;Stanford;;First Stanford Sample
;116;NCT02626611;1;1;31193674;21.01.2019;;14.12.2017;24.11.2015;17.09.2017;Interventional;Phase 2;70;Completed;Multi Immunotherapy to Test Tolerance and Xolair;2015-12-01T00:00:00Z;2016-11-16T00:00:00Z;2016-11-16T00:00:00Z;TRUE;Randomized;Triple;OTHER;TRUE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;;Stanford;;First Stanford Sample
;117;NCT01624194;1;1;28696286;10.07.2017;;12.07.2019;18.06.2012;20.09.2017;Interventional;Phase 2;54;Completed;Intranasal Oxytocin Treatment for Social Deficits in Children With Autism;2012-06-01T00:00:00Z;2016-05-01T00:00:00Z;2016-05-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;;Stanford;;First Stanford Sample
